ClaimNumber,Reserve_Profile,ExposureYear,IncurredLoss,UltimateLoss,AssignedEarmarkedLoss,FinancePremium,LossType,ClaimStatus,ReportedDate,SettlementDate,Currency,GeographicalLocation
CLM000219,Workers Comp,2020,37832.31,112079.96,34485.76,4474.24,Net,Open,2019-10-25,,CAD,Paris
CLM000220,Commercial,2012,10152.5,76294.47,29521.53,1352.16,Net,Open,2014-09-14,,CAD,London
CLM000221,Commercial,2018,46332.13,97508.65,64276.59,4285.04,Gross,Closed,2022-08-07,2022-10-12,AUD,Los Angeles
CLM000222,Commercial,2020,40053.46,75893.33,42593.89,8420.75,Net,Closed,2010-10-29,2012-12-12,AUD,Chicago
CLM000223,Homeowners,2011,86838.96,74279.89,54913.7,6306.1,Net,Reopened,2011-10-15,2013-07-19,AUD,Toronto
CLM000224,Workers Comp,2021,25155.53,26596.58,50014.92,7420.21,Net,Open,2019-01-15,,EUR,New York
CLM000225,Homeowners,2013,96706.69,42528.34,12654.66,3621.22,Net,Open,2021-05-22,,AUD,London
CLM000226,Homeowners,2013,95855.67,24669.05,67660.83,9455.1,Gross,Reopened,2017-03-22,2018-03-11,CAD,Paris
CLM000227,Auto Liability,2011,25515.53,30154.28,16064.12,7150.77,Net,Open,2016-03-29,,CAD,London
CLM000228,Homeowners,2024,35457.14,145973.63,74616.43,4333.63,Net,Open,2014-06-11,,CAD,Toronto
CLM000229,Auto Liability,2012,89660.02,23813.9,20420.42,4379.36,Net,Open,2022-02-01,,GBP,London
CLM000230,Auto Liability,2022,96695.6,41121.29,58843.54,9203.1,Net,Reopened,2014-08-09,2016-05-18,GBP,New York
CLM000231,Homeowners,2012,44900.47,88997.86,23130.1,5848.77,Gross,Open,2023-06-26,,EUR,Sydney
CLM000232,Workers Comp,2010,32778.71,91916.61,25763.94,7122.52,Gross,Closed,2010-04-02,2011-04-20,AUD,Berlin
CLM000233,Workers Comp,2015,53083.31,23942.15,25145.15,4286.95,Gross,Open,2020-02-24,,CAD,Los Angeles
CLM000234,Workers Comp,2017,69089.15,119263.9,59957.43,2392.19,Net,Closed,2012-08-18,2015-05-11,AUD,Los Angeles
CLM000235,Workers Comp,2021,28073.98,117995.23,44766.8,7290.88,Net,Open,2021-05-22,,CAD,London
CLM000236,Workers Comp,2012,73910.84,36360.34,70694.72,6156.67,Gross,Closed,2012-04-23,2014-02-01,GBP,Berlin
CLM000237,Homeowners,2014,6114.08,44011.28,24936.13,5113.16,Gross,Open,2010-08-07,,CAD,Los Angeles
CLM000238,Homeowners,2010,5880.15,140760.19,55513.41,6315.41,Net,Closed,2011-12-05,2012-03-12,EUR,Berlin
CLM000239,Commercial,2019,39242.48,124025.05,60359.41,2241.2,Gross,Closed,2022-11-28,2023-10-31,USD,Los Angeles
CLM000240,Workers Comp,2016,35993.85,104971.76,12542.83,7980.6,Net,Open,2010-09-04,,CAD,Sydney
CLM000241,Homeowners,2019,32247.69,13252.75,32346.85,9492.0,Net,Reopened,2023-11-08,2025-05-04,EUR,Chicago
CLM000242,Commercial,2022,49610.96,63321.35,38883.99,8932.81,Net,Open,2021-01-20,,GBP,London
CLM000243,Workers Comp,2010,32752.62,84335.98,28777.15,3350.07,Net,Reopened,2023-12-28,2024-03-11,GBP,Paris
CLM000244,Auto Liability,2021,20033.53,28924.28,26107.95,4178.86,Net,Reopened,2010-02-26,2012-10-02,USD,New York
CLM000245,Commercial,2020,31637.49,67785.76,55070.38,8122.34,Net,Reopened,2024-02-21,2024-11-09,AUD,London
CLM000246,Homeowners,2018,97515.52,90552.86,17661.38,6032.15,Net,Reopened,2020-11-03,2022-11-03,AUD,Berlin
CLM000247,Auto Liability,2017,41700.23,49779.13,56896.56,5569.56,Net,Reopened,2024-04-02,2025-05-03,CAD,Toronto
CLM000248,Auto Liability,2016,45026.56,117360.78,74836.01,9281.09,Gross,Reopened,2024-02-14,2026-07-22,GBP,Sydney
CLM000249,Auto Liability,2019,58077.95,126226.99,45433.2,5453.04,Gross,Open,2023-04-15,,EUR,New York
CLM000250,Commercial,2024,98350.74,49217.81,49109.02,5246.4,Gross,Closed,2015-02-02,2016-07-10,USD,New York
CLM000251,Homeowners,2016,24918.53,125959.92,5980.15,611.78,Gross,Closed,2015-03-28,2016-11-23,AUD,Berlin
CLM000252,Auto Liability,2014,68446.93,16432.91,69225.91,880.29,Net,Open,2021-07-23,,CAD,New York
CLM000253,Workers Comp,2014,71882.48,125821.64,23193.1,272.72,Gross,Open,2010-09-24,,CAD,Berlin
CLM000254,Auto Liability,2020,61125.12,23759.81,49396.57,9149.79,Gross,Open,2019-07-15,,GBP,Chicago
CLM000255,Auto Liability,2022,9769.26,13356.15,78339.42,4202.19,Net,Reopened,2014-08-08,2016-10-06,EUR,New York
CLM000256,Commercial,2014,68010.36,96624.54,47842.46,4791.9,Gross,Reopened,2018-09-29,2021-04-10,EUR,New York
CLM000257,Commercial,2010,7345.38,71318.67,58114.4,8484.79,Gross,Closed,2014-03-12,2015-07-30,AUD,Chicago
CLM000258,Homeowners,2017,60018.12,136275.7,35902.91,6170.61,Gross,Open,2015-06-30,,CAD,Los Angeles
CLM000259,Workers Comp,2021,74218.54,55115.19,5299.08,6173.12,Gross,Closed,2022-11-19,2023-12-03,GBP,Los Angeles
CLM000260,Commercial,2020,21886.02,43785.69,63909.15,3106.04,Net,Closed,2022-07-01,2025-01-12,EUR,Berlin
CLM000261,Auto Liability,2010,84320.58,75609.5,3282.41,8372.3,Gross,Reopened,2023-05-29,2025-01-18,CAD,Sydney
CLM000262,Homeowners,2013,4005.03,68935.98,56202.3,1825.13,Gross,Reopened,2021-07-30,2021-12-21,EUR,New York
CLM000263,Auto Liability,2024,84537.47,52319.78,2322.27,720.87,Gross,Closed,2019-06-13,2021-03-31,USD,London
CLM000264,Auto Liability,2018,46572.58,104367.45,69053.27,2077.71,Gross,Reopened,2012-10-16,2013-07-09,EUR,Chicago
CLM000265,Commercial,2023,22541.21,114174.71,13032.06,2823.82,Net,Reopened,2010-11-14,2011-01-29,EUR,Toronto
CLM000266,Homeowners,2018,14244.04,128094.61,41384.58,2966.65,Net,Reopened,2014-05-20,2016-02-29,CAD,Chicago
CLM000267,Workers Comp,2014,95377.41,145955.63,47973.48,6771.03,Gross,Closed,2011-12-12,2012-10-10,EUR,Los Angeles
CLM000268,Workers Comp,2013,8193.89,40731.77,36874.86,2334.68,Net,Closed,2018-10-02,2019-02-21,EUR,Chicago
CLM000269,Commercial,2012,20710.25,107697.93,27590.7,6831.25,Net,Closed,2011-03-27,2012-10-21,USD,Paris
CLM000270,Commercial,2012,35434.41,59744.48,37691.24,1093.1,Net,Open,2015-02-25,,EUR,Chicago
CLM000271,Homeowners,2021,62403.25,101885.21,25257.55,1642.58,Net,Closed,2014-10-10,2017-01-08,EUR,Berlin
CLM000272,Workers Comp,2014,54935.31,71921.27,35330.73,5186.45,Gross,Reopened,2013-08-16,2014-07-03,CAD,New York
CLM000273,Workers Comp,2019,13438.71,149072.19,29033.58,9234.58,Net,Closed,2019-10-01,2020-09-10,GBP,Los Angeles
CLM000274,Workers Comp,2010,29683.07,109606.42,45513.28,8623.76,Gross,Open,2017-05-04,,USD,Sydney
CLM000275,Auto Liability,2014,24636.43,142921.2,19414.97,9693.78,Gross,Reopened,2021-08-08,2021-12-05,EUR,Los Angeles
CLM000276,Workers Comp,2015,22140.74,125410.46,79098.2,6574.69,Gross,Closed,2018-05-10,2018-07-29,GBP,Chicago
CLM000277,Auto Liability,2016,41703.29,135532.25,40319.16,6822.99,Gross,Closed,2022-10-09,2024-01-05,CAD,London
CLM000278,Homeowners,2021,70699.11,122348.46,15935.89,6325.23,Gross,Reopened,2016-06-09,2017-08-18,USD,Chicago
CLM000279,Auto Liability,2018,22527.84,69414.71,38426.81,6303.63,Gross,Closed,2017-05-28,2017-11-17,CAD,Berlin
CLM000280,Homeowners,2012,37301.21,38516.48,69380.0,1641.78,Gross,Open,2017-03-25,,GBP,London
CLM000281,Workers Comp,2024,39700.83,56177.71,2233.64,5528.64,Gross,Reopened,2021-04-18,2023-03-30,USD,Los Angeles
CLM000282,Workers Comp,2011,97669.2,4015.2,54524.55,3983.47,Gross,Closed,2019-06-11,2020-12-19,EUR,Toronto
CLM000283,Homeowners,2023,95511.97,79074.98,44063.44,4536.86,Gross,Reopened,2024-09-06,2025-02-15,GBP,Sydney
CLM000284,Commercial,2012,80213.62,76253.61,13979.86,5331.29,Net,Closed,2011-11-26,2013-05-07,CAD,Berlin
CLM000285,Homeowners,2021,24924.23,79262.32,65489.38,1458.28,Net,Closed,2021-08-24,2022-10-17,USD,Berlin
CLM000286,Commercial,2018,7735.69,146130.65,29826.33,3722.98,Net,Reopened,2016-01-03,2016-07-20,GBP,New York
CLM000287,Auto Liability,2021,32373.51,136806.65,23857.26,821.81,Gross,Closed,2010-12-06,2012-06-29,GBP,London
CLM000288,Auto Liability,2016,27412.66,25095.2,66335.95,9800.75,Gross,Closed,2014-11-04,2015-05-12,CAD,Berlin
CLM000289,Auto Liability,2018,51086.65,55963.5,51262.74,1361.57,Gross,Reopened,2010-04-02,2012-12-05,CAD,London
CLM000290,Workers Comp,2022,77995.06,64169.47,71911.6,2733.54,Gross,Closed,2022-02-11,2023-12-31,EUR,Toronto
CLM000291,Auto Liability,2011,85973.97,54719.4,50575.75,8934.67,Gross,Closed,2010-06-21,2012-10-16,EUR,New York
CLM000292,Commercial,2014,84641.54,119975.9,59395.0,4930.56,Net,Reopened,2017-07-12,2019-08-29,GBP,Paris
CLM000293,Auto Liability,2022,36607.88,79081.61,66997.45,1529.24,Net,Open,2018-06-30,,CAD,Chicago
CLM000294,Homeowners,2013,69036.2,86242.87,4851.8,3965.46,Gross,Open,2011-09-13,,GBP,Chicago
CLM000295,Homeowners,2024,31970.59,128099.02,62195.89,1335.51,Gross,Open,2024-04-11,,AUD,Toronto
CLM000296,Workers Comp,2011,7029.65,121083.29,49289.67,2162.12,Net,Open,2012-09-15,,CAD,Chicago
CLM000297,Homeowners,2018,70454.96,20699.52,6025.87,709.89,Net,Open,2010-03-18,,AUD,New York
CLM000298,Commercial,2018,1972.93,107373.27,40931.94,4494.63,Net,Open,2016-01-08,,AUD,New York
CLM000299,Auto Liability,2015,41509.08,65879.98,7055.42,8105.03,Gross,Reopened,2021-08-08,2024-02-20,CAD,London
CLM000300,Workers Comp,2020,33608.55,44902.69,59007.8,5942.5,Gross,Reopened,2010-08-19,2012-08-25,EUR,Paris
CLM000301,Auto Liability,2015,69644.38,8452.8,43946.89,6142.18,Gross,Reopened,2023-10-29,2024-05-30,GBP,Paris
CLM000302,Auto Liability,2017,76858.3,73600.18,76309.1,2165.72,Gross,Closed,2015-12-16,2017-11-06,USD,Los Angeles
CLM000303,Commercial,2015,31105.37,53960.07,15059.26,3570.16,Net,Open,2017-12-17,,USD,New York
CLM000304,Homeowners,2010,81351.07,38475.44,48679.66,8483.37,Net,Open,2016-12-19,,CAD,Toronto
CLM000305,Homeowners,2013,30097.76,104506.09,17320.78,1060.99,Gross,Reopened,2019-11-22,2021-07-13,EUR,Los Angeles
CLM000306,Auto Liability,2022,45186.31,115653.32,49318.17,8607.72,Net,Closed,2017-10-28,2018-07-03,EUR,Toronto
CLM000307,Workers Comp,2016,72974.83,37473.64,57950.65,4940.16,Gross,Closed,2014-04-03,2014-12-07,EUR,Paris
CLM000308,Homeowners,2022,69599.1,8367.67,57923.19,8404.04,Net,Reopened,2021-12-13,2022-01-24,USD,Los Angeles
CLM000309,Workers Comp,2022,98749.48,127464.15,65298.38,3316.46,Gross,Open,2017-04-19,,AUD,Toronto
CLM000310,Homeowners,2011,23290.94,2484.0,68357.24,3520.66,Net,Closed,2020-03-29,2022-07-01,USD,Chicago
CLM000311,Workers Comp,2018,66569.47,140629.76,6643.1,7565.73,Net,Open,2012-08-19,,EUR,London
CLM000312,Commercial,2017,61358.51,94515.36,27789.74,7892.96,Net,Closed,2014-06-16,2015-11-13,USD,London
CLM000313,Workers Comp,2017,91594.75,48955.15,55126.24,2450.52,Gross,Open,2015-05-22,,USD,Sydney
CLM000314,Commercial,2016,16479.85,37725.21,40137.61,9734.14,Net,Closed,2019-02-14,2021-11-07,GBP,Paris
CLM000315,Commercial,2013,75428.02,2341.84,15658.74,1028.0,Gross,Open,2012-12-10,,CAD,Chicago
CLM000316,Workers Comp,2011,57258.59,36085.24,44440.41,871.33,Gross,Open,2018-10-10,,AUD,Paris
CLM000317,Commercial,2012,28191.92,21521.52,32891.13,6035.94,Net,Open,2012-10-25,,GBP,Berlin
CLM000318,Auto Liability,2021,47969.06,92212.77,31508.04,7282.86,Gross,Reopened,2011-10-10,2012-03-06,CAD,Sydney
CLM000319,Commercial,2015,34043.88,25815.29,64875.42,9616.68,Gross,Open,2023-03-27,,EUR,Chicago
CLM000320,Homeowners,2021,58352.03,79765.85,32904.07,4168.47,Gross,Open,2024-07-09,,GBP,Sydney
CLM000321,Workers Comp,2021,89011.06,88927.35,2603.13,447.86,Gross,Closed,2018-08-29,2021-03-27,CAD,New York
CLM000322,Auto Liability,2014,57361.19,45408.21,5116.04,6108.38,Net,Closed,2023-06-17,2023-10-21,GBP,Paris
CLM000323,Workers Comp,2021,63540.52,6224.68,68571.4,3039.02,Gross,Reopened,2012-06-21,2014-11-09,USD,New York
CLM000324,Homeowners,2017,52356.04,6550.83,76867.76,4442.88,Net,Closed,2021-02-19,2021-05-06,USD,Sydney
CLM000325,Homeowners,2015,6065.39,4925.75,55228.54,4987.0,Gross,Open,2014-02-12,,GBP,Berlin
CLM000326,Homeowners,2015,24053.0,111129.58,29467.28,832.22,Gross,Reopened,2023-11-25,2024-06-14,GBP,Sydney
CLM000327,Commercial,2010,49708.17,48383.45,75118.73,4962.62,Gross,Reopened,2017-11-02,2020-01-27,AUD,London
CLM000328,Commercial,2013,31713.29,119648.73,53192.85,4377.93,Gross,Reopened,2022-04-06,2023-04-17,EUR,Toronto
CLM000329,Workers Comp,2014,18994.6,65328.19,67624.52,7182.93,Gross,Open,2017-12-07,,USD,Sydney
CLM000330,Workers Comp,2021,50909.15,68496.72,61385.26,6527.53,Gross,Open,2013-09-07,,GBP,New York
CLM000331,Auto Liability,2020,32958.17,77419.51,30641.58,2015.11,Gross,Closed,2011-05-05,2012-11-27,CAD,Berlin
CLM000332,Auto Liability,2012,26552.66,107241.69,38556.82,2220.16,Gross,Closed,2024-05-19,2025-01-16,EUR,New York
CLM000333,Workers Comp,2022,46934.56,41751.93,15297.51,2659.86,Gross,Closed,2011-03-02,2011-12-28,CAD,Paris
CLM000334,Commercial,2018,14195.14,19116.52,23715.12,1953.71,Net,Reopened,2017-06-24,2018-09-03,EUR,London
CLM000335,Homeowners,2010,92846.83,83852.54,62360.99,6640.69,Net,Open,2020-12-05,,CAD,Paris
CLM000336,Workers Comp,2015,86902.51,49719.67,71571.28,9945.42,Gross,Closed,2013-11-08,2016-02-06,USD,Los Angeles
CLM000337,Auto Liability,2015,71054.44,66931.21,58094.6,6590.66,Gross,Open,2024-01-03,,GBP,New York
CLM000338,Commercial,2019,11515.17,97395.06,37481.31,6145.48,Gross,Reopened,2011-02-27,2011-08-21,GBP,Paris
CLM000339,Workers Comp,2014,77811.85,74624.74,7377.49,4217.29,Net,Open,2018-02-03,,AUD,Los Angeles
CLM000340,Workers Comp,2021,80987.78,93421.54,5027.36,3263.29,Net,Open,2013-04-29,,GBP,New York
CLM000341,Commercial,2024,77008.7,82085.8,30258.88,9128.52,Net,Reopened,2020-10-17,2022-12-15,USD,Berlin
CLM000342,Workers Comp,2014,12282.62,111229.66,37373.83,9696.22,Gross,Closed,2014-12-06,2015-08-21,EUR,Paris
CLM000343,Commercial,2019,64746.89,106184.56,48925.09,5068.41,Gross,Open,2023-07-22,,EUR,Los Angeles
CLM000344,Homeowners,2023,83598.15,80594.29,1015.92,3043.96,Net,Open,2022-03-19,,GBP,Berlin
CLM000345,Commercial,2022,58157.99,102156.55,79182.97,7747.2,Gross,Reopened,2015-09-01,2017-08-21,CAD,New York
CLM000346,Commercial,2014,64994.33,131160.38,29433.14,1498.08,Gross,Open,2022-09-18,,GBP,New York
CLM000347,Commercial,2015,46377.98,65408.42,67923.53,7702.76,Net,Open,2016-07-05,,EUR,Sydney
CLM000348,Workers Comp,2017,53342.02,62501.7,43029.85,8225.69,Gross,Open,2015-10-05,,AUD,London
CLM000349,Workers Comp,2011,4403.31,114872.6,10869.94,1424.06,Net,Reopened,2013-06-25,2015-11-10,EUR,Los Angeles
CLM000350,Commercial,2015,64257.34,87800.52,63906.46,9773.24,Net,Open,2023-09-30,,CAD,Sydney
CLM000351,Workers Comp,2010,9063.27,11580.01,56931.25,9858.02,Gross,Reopened,2021-12-05,2023-11-14,CAD,Berlin
CLM000352,Auto Liability,2013,44066.44,133924.69,42431.17,9379.85,Net,Closed,2020-07-10,2021-08-25,AUD,Sydney
CLM000353,Auto Liability,2023,29972.85,5586.68,41406.97,5061.14,Gross,Open,2011-03-11,,CAD,Sydney
CLM000354,Workers Comp,2019,54997.37,112511.06,7454.63,2611.53,Net,Reopened,2019-11-08,2021-07-11,GBP,Chicago
CLM000355,Workers Comp,2012,14208.22,114060.33,52639.99,5903.69,Gross,Reopened,2019-09-20,2020-12-14,GBP,Los Angeles
CLM000356,Commercial,2018,69472.7,143013.55,72943.99,4315.35,Gross,Open,2020-04-29,,EUR,New York
CLM000357,Homeowners,2012,79706.14,9066.03,7912.97,2218.3,Gross,Reopened,2011-06-19,2013-08-28,USD,New York
CLM000358,Workers Comp,2024,17172.09,89931.67,21449.16,4352.03,Gross,Closed,2011-01-16,2013-09-13,GBP,Los Angeles
CLM000359,Auto Liability,2015,11327.0,64748.25,72233.48,6706.12,Net,Closed,2015-11-21,2016-02-21,GBP,London
CLM000360,Commercial,2010,15406.03,50264.31,23105.34,894.95,Net,Closed,2021-04-17,2024-01-11,AUD,Chicago
CLM000361,Workers Comp,2021,87835.63,14457.47,52488.52,3467.5,Gross,Closed,2020-09-30,2021-07-02,GBP,Chicago
CLM000362,Auto Liability,2015,53290.74,84835.46,43018.04,374.39,Gross,Reopened,2018-07-26,2018-10-13,EUR,Toronto
CLM000363,Auto Liability,2013,47258.84,72377.07,47908.04,7545.06,Gross,Reopened,2024-02-24,2026-05-31,AUD,Toronto
CLM000364,Homeowners,2017,11564.47,16578.61,33555.22,6478.77,Net,Closed,2021-02-01,2021-10-22,GBP,Los Angeles
CLM000365,Commercial,2022,65306.04,92260.94,24349.32,814.19,Net,Closed,2011-07-01,2014-03-25,EUR,Chicago
CLM000366,Commercial,2020,86931.96,110955.01,4358.41,9654.43,Gross,Closed,2019-11-26,2021-06-05,AUD,Los Angeles
CLM000367,Homeowners,2018,82990.4,115324.47,59670.33,421.69,Net,Closed,2022-02-09,2024-10-13,USD,Sydney
CLM000368,Homeowners,2013,62979.42,135900.61,59814.43,5981.61,Gross,Closed,2014-10-18,2016-04-15,EUR,Chicago
CLM000369,Commercial,2019,8452.59,62011.14,53822.7,7808.4,Net,Reopened,2023-03-18,2024-01-23,GBP,London
CLM000370,Commercial,2021,12127.31,143007.84,51668.89,7921.38,Gross,Closed,2018-07-13,2020-06-10,AUD,London
CLM000371,Workers Comp,2019,5881.59,129948.98,19875.51,535.99,Gross,Closed,2010-08-07,2011-04-13,USD,Berlin
CLM000372,Workers Comp,2015,26490.44,45178.73,2276.42,9082.87,Gross,Open,2010-05-06,,EUR,New York
CLM000373,Homeowners,2010,14430.49,24733.17,64792.87,9200.83,Net,Reopened,2023-08-18,2024-08-29,USD,Paris
CLM000374,Workers Comp,2013,26744.76,65873.02,39545.51,5701.63,Gross,Closed,2022-02-01,2023-03-01,EUR,Los Angeles
CLM000375,Auto Liability,2016,39120.75,60882.91,24893.63,4924.42,Net,Reopened,2013-08-21,2016-03-27,GBP,Paris
CLM000376,Workers Comp,2021,94355.3,86782.18,8603.59,639.7,Net,Open,2013-05-08,,EUR,Los Angeles
CLM000377,Workers Comp,2024,61427.23,87924.55,5486.37,5707.15,Gross,Open,2021-06-12,,GBP,Los Angeles
CLM000378,Auto Liability,2010,83662.4,112748.06,28234.9,4211.92,Gross,Closed,2024-02-17,2025-05-14,EUR,Los Angeles
CLM000379,Homeowners,2017,71324.8,76973.6,64476.6,7773.5,Gross,Closed,2017-08-02,2018-01-13,AUD,Berlin
CLM000380,Auto Liability,2021,12137.81,16618.57,73538.54,4158.06,Net,Closed,2014-04-24,2016-07-17,EUR,Toronto
CLM000381,Workers Comp,2019,73856.12,128885.41,71791.73,6899.09,Net,Closed,2015-04-27,2016-02-09,EUR,London
CLM000382,Homeowners,2021,28234.79,47154.92,73640.07,1193.8,Net,Open,2019-02-23,,CAD,Paris
CLM000383,Workers Comp,2020,64271.68,145723.32,72664.16,1502.93,Net,Reopened,2022-03-16,2022-12-26,CAD,Toronto
CLM000384,Auto Liability,2015,34755.24,18561.16,42414.37,1569.16,Net,Closed,2016-08-11,2018-09-27,EUR,New York
CLM000385,Auto Liability,2014,99769.55,143779.42,17943.54,646.15,Net,Reopened,2024-07-06,2025-12-11,CAD,New York
CLM000386,Workers Comp,2019,27091.6,14560.76,63944.7,5505.02,Net,Closed,2013-06-08,2015-09-03,GBP,Los Angeles
CLM000387,Commercial,2020,28633.92,35424.38,17490.18,7980.88,Gross,Closed,2012-09-14,2015-02-26,CAD,Chicago
CLM000388,Commercial,2024,93136.55,7940.41,21742.98,6182.03,Gross,Open,2015-01-23,,EUR,Paris
CLM000389,Auto Liability,2023,3439.8,106061.86,19043.72,5834.56,Gross,Closed,2024-08-28,2024-12-09,USD,New York
CLM000390,Auto Liability,2018,69972.21,127694.51,41441.1,6870.11,Net,Closed,2020-09-06,2022-07-02,USD,Toronto
CLM000391,Commercial,2011,72807.31,65676.59,26085.29,3528.52,Gross,Closed,2023-06-28,2025-02-28,EUR,Chicago
CLM000392,Commercial,2014,83801.48,139349.79,12755.41,3747.15,Net,Open,2020-03-08,,EUR,Paris
CLM000393,Workers Comp,2015,97469.49,88954.56,36527.29,3279.85,Net,Reopened,2013-08-10,2013-11-26,USD,London
CLM000394,Workers Comp,2016,97584.59,94871.06,69975.63,7178.67,Net,Open,2013-10-03,,AUD,Paris
CLM000395,Commercial,2014,7462.4,126967.46,45858.95,1784.08,Net,Closed,2023-08-12,2024-03-15,CAD,Berlin
CLM000396,Workers Comp,2018,82362.09,45223.23,70327.68,327.65,Gross,Closed,2010-12-27,2013-09-01,AUD,London
CLM000397,Workers Comp,2010,64984.68,53785.59,16071.84,6042.73,Net,Closed,2010-12-24,2012-11-05,GBP,London
CLM000398,Homeowners,2016,65086.87,135986.84,13774.42,9435.34,Gross,Reopened,2018-10-07,2021-01-23,USD,Sydney
CLM000399,Workers Comp,2019,13706.64,135243.56,46258.38,6172.2,Net,Reopened,2020-08-26,2022-04-03,USD,London
CLM000400,Auto Liability,2016,65368.53,146495.93,37334.65,7872.63,Gross,Closed,2017-08-15,2019-10-12,AUD,Berlin
CLM000401,Workers Comp,2013,98265.78,135373.91,52983.73,6793.35,Net,Closed,2010-03-05,2011-07-17,GBP,Sydney
CLM000402,Workers Comp,2018,91270.04,19978.43,63672.83,5074.88,Net,Reopened,2016-02-07,2018-07-03,AUD,London
CLM000403,Commercial,2023,44473.94,123734.92,60228.93,7240.25,Gross,Open,2017-03-19,,GBP,Sydney
CLM000404,Auto Liability,2021,4954.85,62065.93,75409.76,8276.22,Gross,Open,2020-07-16,,EUR,Paris
CLM000405,Workers Comp,2020,36867.06,148629.4,32161.38,2402.37,Gross,Reopened,2020-10-13,2022-02-10,EUR,London
CLM000406,Workers Comp,2014,82812.64,71369.86,16907.75,3494.08,Net,Reopened,2014-02-24,2014-12-26,USD,New York
CLM000407,Homeowners,2013,70448.41,83521.58,44297.55,2392.51,Net,Closed,2011-08-03,2013-10-05,EUR,New York
CLM000408,Workers Comp,2022,46475.02,79936.46,9304.08,4631.29,Net,Reopened,2022-02-04,2024-05-28,AUD,London
CLM000409,Workers Comp,2016,6455.05,48938.82,23463.66,8873.63,Gross,Reopened,2024-06-27,2026-09-26,GBP,Paris
CLM000410,Homeowners,2013,43262.58,12178.29,17027.1,3583.03,Gross,Closed,2016-05-20,2016-12-14,USD,Sydney
CLM000411,Commercial,2024,47433.47,134452.03,32026.82,3869.78,Gross,Reopened,2016-08-10,2019-03-11,EUR,Berlin
CLM000412,Workers Comp,2012,92927.0,120598.7,9341.72,8631.6,Net,Closed,2015-11-29,2018-02-26,USD,New York
CLM000413,Homeowners,2018,64467.52,21789.49,3031.42,5250.67,Net,Open,2015-10-27,,USD,Sydney
CLM000414,Auto Liability,2020,31853.64,116738.47,52715.12,5447.4,Gross,Open,2020-04-27,,GBP,Chicago
CLM000415,Commercial,2017,53006.51,94251.15,49014.79,8635.85,Net,Open,2016-04-02,,AUD,Berlin
CLM000416,Auto Liability,2010,7539.48,61962.42,56814.54,5007.16,Net,Closed,2020-04-24,2021-04-10,AUD,Sydney
CLM000417,Auto Liability,2016,97284.26,38849.15,53000.72,6879.26,Net,Open,2018-07-03,,CAD,London
CLM000418,Homeowners,2018,36645.93,129099.59,9586.43,1039.32,Gross,Open,2019-09-23,,AUD,New York
CLM000419,Workers Comp,2017,48308.87,105328.05,23640.77,1950.59,Gross,Closed,2019-07-08,2020-11-12,EUR,New York
CLM000420,Homeowners,2017,36173.11,82613.25,10797.37,4162.89,Gross,Closed,2015-01-13,2015-09-01,CAD,New York
CLM000421,Homeowners,2022,68568.66,91825.71,67516.31,5049.42,Net,Open,2010-08-10,,CAD,London
CLM000422,Homeowners,2015,66560.98,14568.86,59878.84,9664.19,Gross,Open,2012-06-14,,CAD,Berlin
CLM000423,Homeowners,2020,71816.91,71614.04,16521.4,9712.39,Gross,Open,2019-05-05,,CAD,Chicago
CLM000424,Commercial,2013,27546.18,29861.34,27634.08,8541.73,Net,Reopened,2018-03-28,2020-01-04,AUD,Berlin
CLM000425,Workers Comp,2017,32251.18,32049.17,77345.89,3292.87,Net,Closed,2012-09-11,2014-11-10,CAD,Los Angeles
CLM000426,Auto Liability,2012,13399.87,99534.29,47735.67,9647.48,Net,Closed,2014-06-21,2014-12-19,EUR,Los Angeles
CLM000427,Auto Liability,2022,65895.49,136777.17,64191.87,6955.54,Net,Closed,2020-01-19,2021-12-01,EUR,Paris
